date,channel,spend,reach,impressions
2022-06-17,TV,2870.05,249854,389160
2022-06-17,Digital,1158.21,252613,923283
2022-06-17,Social,685.34,168678,421823
2022-06-17,Search,585.57,102666,238068
2022-06-18,TV,3093.34,249358,426922
2022-06-18,Digital,1185.78,244470,904307
2022-06-18,Social,641.14,159229,380420
2022-06-18,Search,309.41,54688,122789
2022-06-19,TV,2172.17,190106,320547
2022-06-19,Digital,1169.46,250415,962372
2022-06-19,Social,548.26,141472,307785
2022-06-19,Search,377.81,70392,165952
2022-06-20,TV,3189.85,249614,465907
2022-06-20,Digital,1418.81,309490,1112180
2022-06-20,Social,763.64,205031,465031
2022-06-20,Search,543.69,89921,209807
2022-06-21,TV,3256.81,265400,526734
2022-06-21,Digital,1843.89,343886,1423823
2022-06-21,Social,673.25,172630,364284
2022-06-21,Search,443.79,78992,170338
2022-06-22,TV,3676.06,265998,525836
2022-06-22,Digital,1884.89,375106,1587780
2022-06-22,Social,680.34,186990,372519
2022-06-22,Search,566.57,100714,232008
2022-06-23,TV,2485.80,200981,379976
2022-06-23,Digital,1567.09,301319,1298734
2022-06-23,Social,816.80,209010,497034
2022-06-23,Search,584.30,103189,213868
2022-06-24,TV,2246.55,190578,360367
2022-06-24,Digital,1514.71,279467,1202571
2022-06-24,Social,787.42,214325,457651
2022-06-24,Search,595.42,105003,242052
2022-06-25,TV,2404.55,187778,380621
2022-06-25,Digital,1094.26,220327,834304
2022-06-25,Social,558.18,130242,344287
2022-06-25,Search,485.86,92811,208954
2022-06-26,TV,2245.15,191671,369546
2022-06-26,Digital,1267.88,236537,941182
2022-06-26,Social,534.18,127931,327032
2022-06-26,Search,405.95,66658,173417
2022-06-27,TV,3324.15,252777,500625
2022-06-27,Digital,1796.82,378782,1293866
2022-06-27,Social,936.06,219503,580251
2022-06-27,Search,443.05,72429,176597
2022-06-28,TV,2790.88,211524,426586
2022-06-28,Digital,1289.76,256597,1100613
2022-06-28,Social,818.61,198416,538735
2022-06-28,Search,476.71,81287,177313
2022-06-29,TV,3867.68,335108,527619
2022-06-29,Digital,1438.71,271217,1192327
2022-06-29,Social,782.40,191816,478093
2022-06-29,Search,385.46,74509,157157
2022-06-30,TV,3026.82,264822,441077
2022-06-30,Digital,1505.75,288668,1218560
2022-06-30,Social,829.94,204923,502083
2022-06-30,Search,463.36,89154,203527
2022-07-01,TV,2534.26,202848,378607
2022-07-01,Digital,1664.38,347589,1203544
2022-07-01,Social,923.90,227023,570167
2022-07-01,Search,572.27,93427,211190
2022-07-02,TV,2347.45,202389,325559
2022-07-02,Digital,987.59,186889,856272
2022-07-02,Social,545.02,126213,333245
2022-07-02,Search,537.31,87881,214234
2022-07-03,TV,1902.89,154015,309930
2022-07-03,Digital,796.40,169426,621093
2022-07-03,Social,617.73,143367,391253
2022-07-03,Search,406.89,67628,176109
2022-07-04,TV,2702.90,215267,390468
2022-07-04,Digital,1381.57,272196,1034138
2022-07-04,Social,893.96,228361,518331
2022-07-04,Search,495.40,84096,203516
2022-07-05,TV,2815.30,204025,422202
2022-07-05,Digital,1331.11,265177,1041201
2022-07-05,Social,640.82,154618,391970
2022-07-05,Search,483.73,88826,186768
2022-07-06,TV,3791.34,287035,537448
2022-07-06,Digital,1786.68,322039,1523807
2022-07-06,Social,921.69,240959,521841
2022-07-06,Search,501.67,84271,213866
2022-07-07,TV,3210.25,269199,471365
2022-07-07,Digital,1495.05,308484,1302850
2022-07-07,Social,864.10,225407,515589
2022-07-07,Search,501.62,97933,206271
2022-07-08,TV,2738.25,204034,433114
2022-07-08,Digital,1350.09,271965,1089916
2022-07-08,Social,824.88,198837,512262
2022-07-08,Search,585.03,106444,218610
2022-07-09,TV,2090.33,173288,303909
2022-07-09,Digital,1098.77,229106,846075
2022-07-09,Social,411.48,99325,240383
2022-07-09,Search,481.68,79489,175969
2022-07-10,TV,2290.78,196151,312495
2022-07-10,Digital,1224.59,235538,899878
2022-07-10,Social,550.38,136815,347712
2022-07-10,Search,407.78,75435,158435
2022-07-11,TV,3399.17,273506,534690
2022-07-11,Digital,1735.18,363155,1280461
2022-07-11,Social,856.38,207946,493303
2022-07-11,Search,431.02,82329,174860
2022-07-12,TV,3205.08,276985,452221
2022-07-12,Digital,1724.51,333406,1376384
2022-07-12,Social,737.34,170502,417432
2022-07-12,Search,502.56,82919,212584
2022-07-13,TV,2956.69,243362,480620
2022-07-13,Digital,1384.39,303479,1091366
2022-07-13,Social,959.11,241454,538072
2022-07-13,Search,534.74,104215,195428
2022-07-14,TV,3232.36,257307,437303
2022-07-14,Digital,1288.81,274630,1017602
2022-07-14,Social,805.21,188480,477825
2022-07-14,Search,539.82,93392,208445
2022-07-15,TV,2525.02,211251,377438
2022-07-15,Digital,1095.17,232429,878215
2022-07-15,Social,951.12,219109,562097
2022-07-15,Search,573.77,102832,219985
2022-07-16,TV,2634.19,220649,390600
2022-07-16,Digital,1024.96,200026,764632
2022-07-16,Social,672.81,153580,388379
2022-07-16,Search,319.00,54088,124946
2022-07-17,TV,1959.07,168908,301448
2022-07-17,Digital,1055.49,208142,924042
2022-07-17,Social,557.25,141406,353765
2022-07-17,Search,459.85,85909,169672
2022-07-18,TV,2511.78,200126,382602
2022-07-18,Digital,1484.99,298856,1124778
2022-07-18,Social,999.80,233139,624386
2022-07-18,Search,463.88,84172,182198
2022-07-19,TV,2094.20,156485,301239
2022-07-19,Digital,1475.10,281858,1283427
2022-07-19,Social,840.94,220791,545022
2022-07-19,Search,450.83,83908,188418
2022-07-20,TV,2657.86,215224,428727
2022-07-20,Digital,1421.04,302618,1225470
2022-07-20,Social,731.71,177385,440771
2022-07-20,Search,621.93,121920,260806
2022-07-21,TV,3172.70,235716,470299
2022-07-21,Digital,1482.14,301396,1240521
2022-07-21,Social,620.02,165723,397205
2022-07-21,Search,410.61,78639,157647
2022-07-22,TV,2449.75,211944,363923
2022-07-22,Digital,1462.03,267958,1056028
2022-07-22,Social,747.28,179318,490107
2022-07-22,Search,604.90,118146,257003
2022-07-23,TV,2511.05,189076,376381
2022-07-23,Digital,873.00,187653,701619
2022-07-23,Social,539.09,123533,338083
2022-07-23,Search,437.77,80976,164949
2022-07-24,TV,1765.52,151097,244386
2022-07-24,Digital,1172.56,214903,890352
2022-07-24,Social,737.30,185753,422480
2022-07-24,Search,386.58,75380,156997
2022-07-25,TV,3167.50,268347,490015
2022-07-25,Digital,1513.75,324938,1294242
2022-07-25,Social,609.96,162656,361968
2022-07-25,Search,449.26,82112,175044
2022-07-26,TV,3644.80,316346,556036
2022-07-26,Digital,1915.54,361730,1621100
2022-07-26,Social,1021.42,245807,613412
2022-07-26,Search,592.84,112064,249207
2022-07-27,TV,2340.48,197304,362933
2022-07-27,Digital,1631.38,306383,1350349
2022-07-27,Social,1027.54,237457,584605
2022-07-27,Search,531.48,97283,191777
2022-07-28,TV,3646.47,312302,600000
2022-07-28,Digital,1473.00,283250,1212886
2022-07-28,Social,799.88,208909,435993
2022-07-28,Search,551.65,90540,222034
2022-07-29,TV,3476.83,297927,544177
2022-07-29,Digital,1179.02,214238,910723
2022-07-29,Social,900.84,234878,508788
2022-07-29,Search,470.80,77449,182414
2022-07-30,TV,2154.95,172264,315427
2022-07-30,Digital,884.83,173500,766622
2022-07-30,Social,755.72,189295,462465
2022-07-30,Search,435.85,79525,164193
2022-07-31,TV,2382.75,198409,366464
2022-07-31,Digital,1424.30,287397,1247782
2022-07-31,Social,807.91,199158,471825
2022-07-31,Search,376.41,73928,149069
2022-08-01,TV,3111.05,266842,496561
2022-08-01,Digital,1884.33,357224,1503650
2022-08-01,Social,870.21,233965,480486
2022-08-01,Search,581.61,100296,227659
2022-08-02,TV,3036.70,225154,456238
2022-08-02,Digital,1486.20,281781,1185665
2022-08-02,Social,590.96,149061,349033
2022-08-02,Search,556.66,105524,217241
2022-08-03,TV,4125.11,316477,621394
2022-08-03,Digital,1563.36,305025,1189377
2022-08-03,Social,1001.45,245966,544985
2022-08-03,Search,566.65,93936,249290
2022-08-04,TV,1996.82,164045,281834
2022-08-04,Digital,1682.98,338979,1432048
2022-08-04,Social,936.92,223248,615589
2022-08-04,Search,477.45,93904,173311
2022-08-05,TV,2813.47,208663,462545
2022-08-05,Digital,1293.21,233205,960640
2022-08-05,Social,712.37,193538,428203
2022-08-05,Search,555.44,92030,228121
2022-08-06,TV,2186.80,175954,333203
2022-08-06,Digital,1006.03,204908,852190
2022-08-06,Social,740.06,187795,403621
2022-08-06,Search,359.00,64559,136711
2022-08-07,TV,2391.35,205092,367791
2022-08-07,Digital,785.20,163071,565792
2022-08-07,Social,681.22,179280,390601
2022-08-07,Search,455.61,83873,180578
2022-08-08,TV,3048.70,266379,421808
2022-08-08,Digital,1751.98,364896,1494415
2022-08-08,Social,842.71,227226,468794
2022-08-08,Search,420.80,75606,166754
2022-08-09,TV,3173.00,277591,505083
2022-08-09,Digital,1518.57,331646,1332722
2022-08-09,Social,876.93,234102,559911
2022-08-09,Search,389.99,74067,164283
2022-08-10,TV,3486.97,262681,523451
2022-08-10,Digital,1593.35,320118,1163785
2022-08-10,Social,670.43,165702,422160
2022-08-10,Search,520.69,102380,196713
2022-08-11,TV,3147.81,264969,467403
2022-08-11,Digital,1785.84,380697,1312744
2022-08-11,Social,792.45,202973,438640
2022-08-11,Search,413.28,81108,155161
2022-08-12,TV,3534.93,309339,496971
2022-08-12,Digital,1130.42,209249,837997
2022-08-12,Social,820.08,186138,468622
2022-08-12,Search,563.46,104571,210526
2022-08-13,TV,2877.10,235287,450912
2022-08-13,Digital,907.34,176245,720330
2022-08-13,Social,789.16,180176,431506
2022-08-13,Search,398.40,74439,165399
2022-08-14,TV,2513.01,203655,351286
2022-08-14,Digital,1061.85,206900,897183
2022-08-14,Social,703.08,160285,420391
2022-08-14,Search,322.32,59364,118581
2022-08-15,TV,2929.60,246116,443305
2022-08-15,Digital,1454.07,288814,1183588
2022-08-15,Social,814.38,213546,535825
2022-08-15,Search,429.43,82948,174324
2022-08-16,TV,3184.57,233270,477304
2022-08-16,Digital,1691.03,324580,1256546
2022-08-16,Social,803.44,216529,496107
2022-08-16,Search,576.14,97772,226732
2022-08-17,TV,3784.18,275585,532708
2022-08-17,Digital,1825.74,356572,1440619
2022-08-17,Social,794.52,197632,443275
2022-08-17,Search,467.33,82426,194202
2022-08-18,TV,3628.15,270018,493626
2022-08-18,Digital,2027.61,413190,1712740
2022-08-18,Social,850.03,208857,472843
2022-08-18,Search,680.86,124300,255816
2022-08-19,TV,3699.66,266966,551047
2022-08-19,Digital,1472.62,300703,1067360
2022-08-19,Social,904.27,218542,574894
2022-08-19,Search,550.21,108261,199218
2022-08-20,TV,1889.45,138745,297738
2022-08-20,Digital,1241.70,225225,983719
2022-08-20,Social,655.14,165113,383704
2022-08-20,Search,418.30,68385,167630
2022-08-21,TV,2753.53,220088,387060
2022-08-21,Digital,1011.27,183038,861383
2022-08-21,Social,544.52,143576,342623
2022-08-21,Search,516.55,98415,227232
2022-08-22,TV,3321.87,282106,544562
2022-08-22,Digital,1643.38,326964,1184886
2022-08-22,Social,824.22,187667,541847
2022-08-22,Search,575.78,110378,242268
2022-08-23,TV,2887.10,249555,405665
2022-08-23,Digital,1947.64,361811,1604216
2022-08-23,Social,941.57,221959,574852
2022-08-23,Search,524.59,99247,194807
2022-08-24,TV,2987.20,249989,455548
2022-08-24,Digital,1009.53,194035,859844
2022-08-24,Social,870.22,203643,534351
2022-08-24,Search,433.65,73502,162449
2022-08-25,TV,2833.29,208275,460943
2022-08-25,Digital,1384.71,275297,1014471
2022-08-25,Social,604.39,157751,328118
2022-08-25,Search,548.64,108051,203388
2022-08-26,TV,3935.10,305936,594993
2022-08-26,Digital,1413.79,260812,1026307
2022-08-26,Social,956.76,220553,626303
2022-08-26,Search,580.65,105290,251870
2022-08-27,TV,2908.93,234599,428014
2022-08-27,Digital,1357.88,285559,1039711
2022-08-27,Social,539.54,132554,322361
2022-08-27,Search,349.15,61940,150239
2022-08-28,TV,2896.98,214464,431384
2022-08-28,Digital,1152.05,253411,996820
2022-08-28,Social,556.59,137927,302136
2022-08-28,Search,394.71,74588,155936
2022-08-29,TV,2407.27,210943,332892
2022-08-29,Digital,1021.39,185178,783048
2022-08-29,Social,866.60,213928,472500
2022-08-29,Search,484.40,85511,202942
2022-08-30,TV,3205.77,270235,523411
2022-08-30,Digital,1014.29,190751,828949
2022-08-30,Social,821.27,192890,475617
2022-08-30,Search,477.94,81391,192718
2022-08-31,TV,2740.53,238734,373183
2022-08-31,Digital,1543.67,287600,1166771
2022-08-31,Social,954.26,227797,536770
2022-08-31,Search,501.18,94080,180814
2022-09-01,TV,3545.88,297484,530996
2022-09-01,Digital,1696.90,369164,1262057
2022-09-01,Social,1154.75,259903,652403
2022-09-01,Search,561.88,95429,205016
2022-09-02,TV,3865.51,293696,555670
2022-09-02,Digital,1671.38,348603,1311243
2022-09-02,Social,877.63,197677,528277
2022-09-02,Search,585.51,106903,247232
2022-09-03,TV,2686.05,198514,426946
2022-09-03,Digital,1247.40,225685,1088715
2022-09-03,Social,723.51,190029,445202
2022-09-03,Search,366.31,70160,135939
2022-09-04,TV,1624.07,136218,247603
2022-09-04,Digital,1263.18,254249,1065786
2022-09-04,Social,641.77,164220,376450
2022-09-04,Search,314.67,57114,131736
2022-09-05,TV,2818.73,245835,460253
2022-09-05,Digital,2339.87,502286,1889725
2022-09-05,Social,773.30,183463,422284
2022-09-05,Search,554.02,108127,235610
2022-09-06,TV,3859.68,320155,549893
2022-09-06,Digital,1587.61,293311,1167666
2022-09-06,Social,1039.02,238064,573055
2022-09-06,Search,371.77,72035,143303
2022-09-07,TV,2949.45,229792,421105
2022-09-07,Digital,1372.35,274538,1154798
2022-09-07,Social,983.72,269182,553530
2022-09-07,Search,529.98,90812,226740
2022-09-08,TV,3743.85,288962,532282
2022-09-08,Digital,1656.73,325572,1200790
2022-09-08,Social,737.41,188305,420358
2022-09-08,Search,723.23,132315,301096
2022-09-09,TV,3620.20,269242,494556
2022-09-09,Digital,1441.27,262803,1069522
2022-09-09,Social,1028.19,272989,642371
2022-09-09,Search,457.53,82999,168065
2022-09-10,TV,1655.60,136490,249002
2022-09-10,Digital,1230.69,250886,1037138
2022-09-10,Social,721.95,194590,402045
2022-09-10,Search,409.35,74137,163764
2022-09-11,TV,2763.25,213312,384307
2022-09-11,Digital,1311.66,248029,1135948
2022-09-11,Social,623.79,150070,408035
2022-09-11,Search,385.45,65527,169467
2022-09-12,TV,3688.93,275015,508486
2022-09-12,Digital,1662.56,350572,1449860
2022-09-12,Social,763.02,192623,474900
2022-09-12,Search,523.22,102433,214658
2022-09-13,TV,3582.31,277755,485535
2022-09-13,Digital,990.92,204746,854929
2022-09-13,Social,899.94,223395,504641
2022-09-13,Search,560.51,91920,220906
2022-09-14,TV,3486.83,282380,525364
2022-09-14,Digital,1655.96,328428,1200140
2022-09-14,Social,838.89,196124,552020
2022-09-14,Search,413.04,68802,172980
2022-09-15,TV,3745.22,290680,519660
2022-09-15,Digital,1523.28,314092,1161227
2022-09-15,Social,750.66,187580,444033
2022-09-15,Search,530.93,100373,200667
2022-09-16,TV,3693.60,319921,582176
2022-09-16,Digital,1165.16,224273,974152
2022-09-16,Social,985.50,230492,549235
2022-09-16,Search,534.21,95000,234521
2022-09-17,TV,2690.86,229270,365296
2022-09-17,Digital,1123.74,230232,868944
2022-09-17,Social,784.56,205691,482588
2022-09-17,Search,420.03,71144,175806
2022-09-18,TV,2288.84,173398,347331
2022-09-18,Digital,1256.30,247332,1003261
2022-09-18,Social,615.72,167481,388408
2022-09-18,Search,437.37,82654,161869
2022-09-19,TV,2107.47,165031,346901
2022-09-19,Digital,1797.55,360184,1537923
2022-09-19,Social,838.33,203340,522995
2022-09-19,Search,469.47,82818,174742
2022-09-20,TV,4251.04,371125,653138
2022-09-20,Digital,2157.03,426394,1897419
2022-09-20,Social,960.92,257346,549979
2022-09-20,Search,476.41,87873,189548
2022-09-21,TV,3634.28,295288,560309
2022-09-21,Digital,1324.18,257505,961141
2022-09-21,Social,938.30,235056,563046
2022-09-21,Search,541.32,97113,207924
2022-09-22,TV,3505.72,300880,558639
2022-09-22,Digital,1785.76,343409,1373535
2022-09-22,Social,687.87,167785,384025
2022-09-22,Search,612.97,101738,224929
2022-09-23,TV,3418.58,259964,537221
2022-09-23,Digital,1389.05,269825,1079442
2022-09-23,Social,804.26,219962,497992
2022-09-23,Search,524.80,90239,200811
2022-09-24,TV,2770.79,203977,433095
2022-09-24,Digital,960.83,191899,721862
2022-09-24,Social,550.59,136645,297485
2022-09-24,Search,393.33,73187,148945
2022-09-25,TV,2591.59,219308,388772
2022-09-25,Digital,1531.29,328553,1300074
2022-09-25,Social,647.89,154755,412164
2022-09-25,Search,341.68,61955,150149
2022-09-26,TV,2469.06,178494,396042
2022-09-26,Digital,1921.37,408602,1688641
2022-09-26,Social,909.09,244462,524838
2022-09-26,Search,592.22,109936,226416
2022-09-27,TV,3390.10,290908,469711
2022-09-27,Digital,1494.05,292919,1150046
2022-09-27,Social,870.73,196097,569037
2022-09-27,Search,447.38,80474,164652
2022-09-28,TV,3163.09,247229,520719
2022-09-28,Digital,1147.87,215921,837944
2022-09-28,Social,857.40,212066,548196
2022-09-28,Search,511.36,94306,221414
2022-09-29,TV,3492.53,266886,569809
2022-09-29,Digital,1677.27,315987,1454255
2022-09-29,Social,812.36,187125,505925
2022-09-29,Search,554.65,104778,225838
2022-09-30,TV,2588.20,203533,410023
2022-09-30,Digital,1719.47,316724,1411438
2022-09-30,Social,647.58,170330,422731
2022-09-30,Search,670.18,125064,274335
2022-10-01,TV,2507.79,200917,345964
2022-10-01,Digital,1192.63,245586,1020012
2022-10-01,Social,546.39,131915,318958
2022-10-01,Search,329.99,53570,121978
2022-10-02,TV,2617.28,197801,394956
2022-10-02,Digital,1447.70,301479,1047587
2022-10-02,Social,781.92,202360,500783
2022-10-02,Search,380.44,68788,137064
2022-10-03,TV,3651.21,307312,571238
2022-10-03,Digital,1856.63,368944,1617639
2022-10-03,Social,902.14,234116,499179
2022-10-03,Search,560.53,103227,245553
2022-10-04,TV,3881.52,321504,626373
2022-10-04,Digital,2077.60,422840,1824249
2022-10-04,Social,876.55,202509,494160
2022-10-04,Search,644.19,112216,243589
2022-10-05,TV,2805.34,240733,454437
2022-10-05,Digital,1729.68,311825,1466290
2022-10-05,Social,689.39,179804,402577
2022-10-05,Search,512.85,89577,220200
2022-10-06,TV,3207.75,264387,497438
2022-10-06,Digital,1646.29,315637,1395632
2022-10-06,Social,1056.24,288566,590939
2022-10-06,Search,675.03,129384,264109
2022-10-07,TV,4812.30,392873,759874
2022-10-07,Digital,1831.80,370132,1567118
2022-10-07,Social,866.49,195822,551174
2022-10-07,Search,670.67,125120,260569
2022-10-08,TV,1978.07,150204,317463
2022-10-08,Digital,1366.02,295847,1063242
2022-10-08,Social,667.39,154901,386164
2022-10-08,Search,289.72,54608,123736
2022-10-09,TV,3063.13,239580,413927
2022-10-09,Digital,1039.53,225691,784650
2022-10-09,Social,485.88,132522,300199
2022-10-09,Search,550.10,104302,237325
2022-10-10,TV,3826.98,318576,596415
2022-10-10,Digital,2047.17,419261,1757522
2022-10-10,Social,782.66,209568,469914
2022-10-10,Search,517.21,87890,186616
2022-10-11,TV,3986.89,325373,635049
2022-10-11,Digital,1437.01,305452,1107389
2022-10-11,Social,888.76,216336,487528
2022-10-11,Search,595.35,106653,231696
2022-10-12,TV,3517.02,275066,505480
2022-10-12,Digital,1355.78,282703,1029324
2022-10-12,Social,726.31,194742,412487
2022-10-12,Search,381.50,69355,140190
2022-10-13,TV,2876.30,247613,412128
2022-10-13,Digital,2055.23,410936,1565123
2022-10-13,Social,1032.10,274552,629813
2022-10-13,Search,545.59,96722,238275
2022-10-14,TV,3138.40,242884,493776
2022-10-14,Digital,1816.95,393506,1340518
2022-10-14,Social,828.83,205095,496569
2022-10-14,Search,540.14,103198,200241
2022-10-15,TV,1975.82,157994,272571
2022-10-15,Digital,1080.51,210150,804726
2022-10-15,Social,757.31,199265,482751
2022-10-15,Search,347.53,62078,131423
2022-10-16,TV,2351.11,198876,348090
2022-10-16,Digital,1329.22,278505,1167747
2022-10-16,Social,684.42,169823,381193
2022-10-16,Search,353.55,61833,139767
2022-10-17,TV,3627.57,309179,540200
2022-10-17,Digital,1677.82,326279,1424273
2022-10-17,Social,884.09,242900,557258
2022-10-17,Search,455.41,81664,190275
2022-10-18,TV,3418.52,262919,484910
2022-10-18,Digital,1929.03,348455,1446220
2022-10-18,Social,650.77,173773,390718
2022-10-18,Search,604.15,104925,239678
2022-10-19,TV,3366.09,272659,487981
2022-10-19,Digital,1721.65,362962,1348235
2022-10-19,Social,513.43,138460,288710
2022-10-19,Search,509.11,91937,195510
2022-10-20,TV,3793.11,288316,513239
2022-10-20,Digital,1722.87,355097,1344458
2022-10-20,Social,920.36,210191,589195
2022-10-20,Search,640.71,108558,247993
2022-10-21,TV,3111.60,243993,459045
2022-10-21,Digital,1011.01,187577,825591
2022-10-21,Social,912.66,238298,584385
2022-10-21,Search,649.33,119389,254871
2022-10-22,TV,2471.17,188332,401702
2022-10-22,Digital,1216.42,244419,952387
2022-10-22,Social,643.84,167203,407951
2022-10-22,Search,383.83,72921,146151
2022-10-23,TV,2466.72,198317,394741
2022-10-23,Digital,1292.94,272655,1029027
2022-10-23,Social,524.51,143113,303842
2022-10-23,Search,370.70,71446,146175
2022-10-24,TV,3299.26,247674,510352
2022-10-24,Digital,1684.12,324810,1333883
2022-10-24,Social,867.68,233484,520586
2022-10-24,Search,453.49,79000,172496
2022-10-25,TV,3120.20,259823,423813
2022-10-25,Digital,1690.03,360394,1359318
2022-10-25,Social,931.02,219256,547709
2022-10-25,Search,592.13,113772,234739
2022-10-26,TV,3350.54,250677,547179
2022-10-26,Digital,1735.30,322573,1278096
2022-10-26,Social,899.16,239630,555813
2022-10-26,Search,393.96,70772,160949
2022-10-27,TV,3534.68,263793,559833
2022-10-27,Digital,1628.97,303483,1403006
2022-10-27,Social,805.36,214915,473951
2022-10-27,Search,599.80,109118,217481
2022-10-28,TV,3408.71,268597,519342
2022-10-28,Digital,1755.71,330587,1504704
2022-10-28,Social,895.13,209467,527752
2022-10-28,Search,569.01,111867,230729
2022-10-29,TV,2356.84,206621,336990
2022-10-29,Digital,1233.06,255422,940806
2022-10-29,Social,688.40,173696,443469
2022-10-29,Search,400.10,71306,172316
2022-10-30,TV,2569.17,218121,353033
2022-10-30,Digital,833.77,180890,659767
2022-10-30,Social,709.19,183866,463075
2022-10-30,Search,290.06,50031,109023
2022-10-31,TV,3681.31,275865,598230
2022-10-31,Digital,2084.78,406676,1575719
2022-10-31,Social,1063.76,247851,609999
2022-10-31,Search,649.02,115506,284473
2022-11-01,TV,5026.21,379764,763404
2022-11-01,Digital,2460.51,515863,2069279
2022-11-01,Social,1290.66,347249,792325
2022-11-01,Search,865.77,159353,380015
2022-11-02,TV,4436.88,335001,679469
2022-11-02,Digital,2993.81,554121,2491195
2022-11-02,Social,1553.84,391638,855294
2022-11-02,Search,818.87,159035,302515
2022-11-03,TV,4437.60,322898,728868
2022-11-03,Digital,2704.03,547643,2132612
2022-11-03,Social,1471.52,361977,864393
2022-11-03,Search,920.21,160043,343912
2022-11-04,TV,5577.90,428714,916542
2022-11-04,Digital,2122.97,432076,1618475
2022-11-04,Social,1321.45,298872,828200
2022-11-04,Search,662.19,119329,267320
2022-11-05,TV,3767.86,316391,620987
2022-11-05,Digital,1910.76,401529,1634533
2022-11-05,Social,1053.61,237601,659333
2022-11-05,Search,634.10,105081,276965
2022-11-06,TV,4208.43,314177,665560
2022-11-06,Digital,1574.78,340411,1329522
2022-11-06,Social,1302.50,308575,708441
2022-11-06,Search,563.51,96543,228668
2022-11-07,TV,5483.96,473704,797668
2022-11-07,Digital,2539.63,476681,1912358
2022-11-07,Social,1444.13,350744,786888
2022-11-07,Search,830.52,158750,359176
2022-11-08,TV,5198.49,455256,719500
2022-11-08,Digital,2161.16,465491,1634267
2022-11-08,Social,1231.33,321248,797525
2022-11-08,Search,921.97,156862,361769
2022-11-09,TV,4019.35,325423,626432
2022-11-09,Digital,2470.29,465220,1855146
2022-11-09,Social,1345.25,313592,863621
2022-11-09,Search,747.51,131701,278861
2022-11-10,TV,4886.44,393839,710510
2022-11-10,Digital,2503.41,525378,2018096
2022-11-10,Social,1262.33,336515,801123
2022-11-10,Search,777.65,147049,285580
2022-11-11,TV,5154.39,435448,812025
2022-11-11,Digital,2395.89,468905,2072986
2022-11-11,Social,1115.15,303956,617960
2022-11-11,Search,717.18,122449,286665
2022-11-12,TV,3993.95,307309,583719
2022-11-12,Digital,2200.84,410241,1903787
2022-11-12,Social,857.61,230137,529066
2022-11-12,Search,715.74,130543,309297
2022-11-13,TV,2880.47,211900,400307
2022-11-13,Digital,2588.16,506815,1894952
2022-11-13,Social,1032.39,244269,607142
2022-11-13,Search,738.59,144756,316410
2022-11-14,TV,4871.73,402816,732031
2022-11-14,Digital,2807.76,608476,2134740
2022-11-14,Social,1670.22,434359,1080370
2022-11-14,Search,991.00,175729,392321
2022-11-15,TV,4988.70,404770,697172
2022-11-15,Digital,2399.58,503127,1932353
2022-11-15,Social,1278.38,304924,719633
2022-11-15,Search,1079.98,202371,394216
2022-11-16,TV,4436.61,344609,641239
2022-11-16,Digital,1796.45,342826,1500332
2022-11-16,Social,1493.73,343935,849230
2022-11-16,Search,954.81,183597,383253
2022-11-17,TV,3417.85,271295,475729
2022-11-17,Digital,2784.90,553207,2439048
2022-11-17,Social,1095.66,293635,611816
2022-11-17,Search,973.86,161041,393070
2022-11-18,TV,4824.86,408985,697867
2022-11-18,Digital,2210.65,480309,1871523
2022-11-18,Social,1052.87,287913,606768
2022-11-18,Search,719.40,130599,287337
2022-11-19,TV,3057.40,260711,430934
2022-11-19,Digital,2063.21,388624,1562917
2022-11-19,Social,1107.89,280196,645363
2022-11-19,Search,742.49,129851,303975
2022-11-20,TV,4275.86,356874,662609
2022-11-20,Digital,1986.32,433814,1517525
2022-11-20,Social,1112.32,278271,705349
2022-11-20,Search,574.64,108301,231254
2022-11-21,TV,5422.32,474791,784170
2022-11-21,Digital,2078.80,410541,1760739
2022-11-21,Social,1558.89,352153,936817
2022-11-21,Search,993.73,175219,367707
2022-11-22,TV,4585.68,352557,648878
2022-11-22,Digital,2373.50,501295,2041167
2022-11-22,Social,1320.47,335769,739797
2022-11-22,Search,778.72,130610,291774
2022-11-23,TV,4238.94,341372,617104
2022-11-23,Digital,2994.28,634285,2603262
2022-11-23,Social,1049.45,288013,623022
2022-11-23,Search,946.37,172134,354980
2022-11-24,TV,5079.36,418223,699525
2022-11-24,Digital,1720.63,374805,1457142
2022-11-24,Social,1331.79,318795,810804
2022-11-24,Search,929.13,170387,393062
2022-11-25,TV,4119.80,322624,658938
2022-11-25,Digital,2154.15,425951,1597303
2022-11-25,Social,1202.88,320630,699022
2022-11-25,Search,887.61,170605,387910
2022-11-26,TV,3553.25,259629,568799
2022-11-26,Digital,2040.10,420016,1474993
2022-11-26,Social,1018.64,266747,560382
2022-11-26,Search,669.50,113752,260877
2022-11-27,TV,4035.26,299220,580821
2022-11-27,Digital,2274.01,451498,1668886
2022-11-27,Social,887.05,199842,483985
2022-11-27,Search,581.61,114427,252732
2022-11-28,TV,5515.56,400409,810782
2022-11-28,Digital,2828.71,554453,2454626
2022-11-28,Social,1324.46,301637,870265
2022-11-28,Search,595.41,115111,232968
2022-11-29,TV,5162.11,449259,698483
2022-11-29,Digital,2938.42,596198,2222983
2022-11-29,Social,1401.89,321741,896000
2022-11-29,Search,918.20,170533,393533
2022-11-30,TV,4747.76,407726,669181
2022-11-30,Digital,2266.73,445219,1636556
