date,sku,store,value
2022-09-24,SKU005,LA,746.04
2022-09-24,SKU005,CHI,597.08
2022-09-25,SKU001,NYC,549.06
2022-09-25,SKU001,LA,576.47
2022-09-25,SKU001,CHI,386.53
2022-09-25,SKU002,NYC,422.84
2022-09-25,SKU002,LA,384.30
2022-09-25,SKU002,CHI,348.44
2022-09-25,SKU003,NYC,926.33
2022-09-25,SKU003,LA,764.49
2022-09-25,SKU003,CHI,704.50
2022-09-25,SKU004,NYC,573.45
2022-09-25,SKU004,LA,422.31
2022-09-25,SKU004,CHI,321.27
2022-09-25,SKU005,NYC,746.82
2022-09-25,SKU005,LA,689.50
2022-09-25,SKU005,CHI,461.45
2022-09-26,SKU001,NYC,463.83
2022-09-26,SKU001,LA,381.74
2022-09-26,SKU001,CHI,274.91
2022-09-26,SKU002,NYC,310.16
2022-09-26,SKU002,LA,269.02
2022-09-26,SKU002,CHI,191.71
2022-09-26,SKU003,NYC,632.14
2022-09-26,SKU003,LA,455.64
2022-09-26,SKU003,CHI,415.72
2022-09-26,SKU004,NYC,421.37
2022-09-26,SKU004,LA,316.34
2022-09-26,SKU004,CHI,213.95
2022-09-26,SKU005,NYC,542.32
2022-09-26,SKU005,LA,451.59
2022-09-26,SKU005,CHI,327.50
2022-09-27,SKU001,NYC,390.15
2022-09-27,SKU001,LA,357.78
2022-09-27,SKU001,CHI,323.42
2022-09-27,SKU002,NYC,333.56
2022-09-27,SKU002,LA,287.78
2022-09-27,SKU002,CHI,204.64
2022-09-27,SKU003,NYC,707.94
2022-09-27,SKU003,LA,451.36
2022-09-27,SKU003,CHI,411.85
2022-09-27,SKU004,NYC,360.47
2022-09-27,SKU004,LA,353.73
2022-09-27,SKU004,CHI,247.05
2022-09-27,SKU005,NYC,484.35
2022-09-27,SKU005,LA,460.96
2022-09-27,SKU005,CHI,319.66
2022-09-28,SKU001,NYC,409.27
2022-09-28,SKU001,LA,408.27
2022-09-28,SKU001,CHI,298.31
2022-09-28,SKU002,NYC,336.21
2022-09-28,SKU002,LA,235.55
2022-09-28,SKU002,CHI,233.25
2022-09-28,SKU003,NYC,583.98
2022-09-28,SKU003,LA,398.38
2022-09-28,SKU003,CHI,360.77
2022-09-28,SKU004,NYC,319.17
2022-09-28,SKU004,LA,263.92
2022-09-28,SKU004,CHI,259.97
2022-09-28,SKU005,NYC,562.46
2022-09-28,SKU005,LA,478.90
2022-09-28,SKU005,CHI,335.08
2022-09-29,SKU001,NYC,558.04
2022-09-29,SKU001,LA,376.73
2022-09-29,SKU001,CHI,336.19
2022-09-29,SKU002,NYC,360.17
2022-09-29,SKU002,LA,287.59
2022-09-29,SKU002,CHI,246.44
2022-09-29,SKU003,NYC,700.87
2022-09-29,SKU003,LA,612.97
2022-09-29,SKU003,CHI,482.53
2022-09-29,SKU004,NYC,480.27
2022-09-29,SKU004,LA,347.79
2022-09-29,SKU004,CHI,311.31
2022-09-29,SKU005,NYC,659.15
2022-09-29,SKU005,LA,547.45
2022-09-29,SKU005,CHI,433.28
2022-09-30,SKU001,NYC,417.44
2022-09-30,SKU001,LA,528.56
2022-09-30,SKU001,CHI,322.33
2022-09-30,SKU002,NYC,338.31
2022-09-30,SKU002,LA,296.45
2022-09-30,SKU002,CHI,212.95
2022-09-30,SKU003,NYC,828.83
2022-09-30,SKU003,LA,551.59
2022-09-30,SKU003,CHI,438.25
2022-09-30,SKU004,NYC,403.77
2022-09-30,SKU004,LA,382.95
2022-09-30,SKU004,CHI,334.50
2022-09-30,SKU005,NYC,661.89
2022-09-30,SKU005,LA,495.36
2022-09-30,SKU005,CHI,486.36
2022-10-01,SKU001,NYC,714.63
2022-10-01,SKU001,LA,537.27
2022-10-01,SKU001,CHI,459.95
2022-10-01,SKU002,NYC,486.24
2022-10-01,SKU002,LA,409.43
2022-10-01,SKU002,CHI,320.01
2022-10-01,SKU003,NYC,923.63
2022-10-01,SKU003,LA,910.89
2022-10-01,SKU003,CHI,788.35
2022-10-01,SKU004,NYC,584.79
2022-10-01,SKU004,LA,435.10
2022-10-01,SKU004,CHI,342.98
2022-10-01,SKU005,NYC,909.88
2022-10-01,SKU005,LA,587.33
2022-10-01,SKU005,CHI,550.77
2022-10-02,SKU001,NYC,725.52
2022-10-02,SKU001,LA,592.20
2022-10-02,SKU001,CHI,446.48
2022-10-02,SKU002,NYC,570.59
2022-10-02,SKU002,LA,433.66
2022-10-02,SKU002,CHI,306.21
2022-10-02,SKU003,NYC,998.01
2022-10-02,SKU003,LA,757.08
2022-10-02,SKU003,CHI,585.16
2022-10-02,SKU004,NYC,553.77
2022-10-02,SKU004,LA,537.97
2022-10-02,SKU004,CHI,363.35
2022-10-02,SKU005,NYC,839.26
2022-10-02,SKU005,LA,776.26
2022-10-02,SKU005,CHI,580.66
2022-10-03,SKU001,NYC,469.35
2022-10-03,SKU001,LA,356.53
2022-10-03,SKU001,CHI,376.77
2022-10-03,SKU002,NYC,342.41
2022-10-03,SKU002,LA,201.28
2022-10-03,SKU002,CHI,238.52
2022-10-03,SKU003,NYC,529.64
2022-10-03,SKU003,LA,437.01
2022-10-03,SKU003,CHI,376.92
2022-10-03,SKU004,NYC,426.74
2022-10-03,SKU004,LA,307.28
2022-10-03,SKU004,CHI,258.03
2022-10-03,SKU005,NYC,462.47
2022-10-03,SKU005,LA,512.41
2022-10-03,SKU005,CHI,360.23
2022-10-04,SKU001,NYC,400.95
2022-10-04,SKU001,LA,396.04
2022-10-04,SKU001,CHI,321.90
2022-10-04,SKU002,NYC,320.55
2022-10-04,SKU002,LA,299.08
2022-10-04,SKU002,CHI,224.27
2022-10-04,SKU003,NYC,702.16
2022-10-04,SKU003,LA,505.93
2022-10-04,SKU003,CHI,411.43
2022-10-04,SKU004,NYC,413.54
2022-10-04,SKU004,LA,353.96
2022-10-04,SKU004,CHI,245.31
2022-10-04,SKU005,NYC,662.84
2022-10-04,SKU005,LA,470.09
2022-10-04,SKU005,CHI,371.96
2022-10-05,SKU001,NYC,482.68
2022-10-05,SKU001,LA,352.25
2022-10-05,SKU001,CHI,257.44
2022-10-05,SKU002,NYC,384.80
2022-10-05,SKU002,LA,294.30
2022-10-05,SKU002,CHI,193.13
2022-10-05,SKU003,NYC,621.50
2022-10-05,SKU003,LA,542.77
2022-10-05,SKU003,CHI,388.79
2022-10-05,SKU004,NYC,437.01
2022-10-05,SKU004,LA,302.77
2022-10-05,SKU004,CHI,280.11
2022-10-05,SKU005,NYC,524.83
2022-10-05,SKU005,LA,490.46
2022-10-05,SKU005,CHI,431.31
2022-10-06,SKU001,NYC,572.03
2022-10-06,SKU001,LA,432.89
2022-10-06,SKU001,CHI,372.15
2022-10-06,SKU002,NYC,404.41
2022-10-06,SKU002,LA,300.78
2022-10-06,SKU002,CHI,241.46
2022-10-06,SKU003,NYC,852.02
2022-10-06,SKU003,LA,687.98
2022-10-06,SKU003,CHI,450.89
2022-10-06,SKU004,NYC,392.00
2022-10-06,SKU004,LA,327.98
2022-10-06,SKU004,CHI,267.46
2022-10-06,SKU005,NYC,643.10
2022-10-06,SKU005,LA,547.41
2022-10-06,SKU005,CHI,380.21
2022-10-07,SKU001,NYC,556.88
2022-10-07,SKU001,LA,324.32
2022-10-07,SKU001,CHI,370.71
2022-10-07,SKU002,NYC,439.51
2022-10-07,SKU002,LA,277.19
2022-10-07,SKU002,CHI,179.73
2022-10-07,SKU003,NYC,739.58
2022-10-07,SKU003,LA,648.69
2022-10-07,SKU003,CHI,465.17
2022-10-07,SKU004,NYC,463.74
2022-10-07,SKU004,LA,426.59
2022-10-07,SKU004,CHI,353.31
2022-10-07,SKU005,NYC,704.54
2022-10-07,SKU005,LA,485.52
2022-10-07,SKU005,CHI,450.70
2022-10-08,SKU001,NYC,644.26
2022-10-08,SKU001,LA,595.63
2022-10-08,SKU001,CHI,465.73
2022-10-08,SKU002,NYC,466.02
2022-10-08,SKU002,LA,474.92
2022-10-08,SKU002,CHI,321.99
2022-10-08,SKU003,NYC,809.04
2022-10-08,SKU003,LA,821.44
2022-10-08,SKU003,CHI,676.56
2022-10-08,SKU004,NYC,594.78
2022-10-08,SKU004,LA,454.92
2022-10-08,SKU004,CHI,377.45
2022-10-08,SKU005,NYC,816.85
2022-10-08,SKU005,LA,686.80
2022-10-08,SKU005,CHI,538.03
2022-10-09,SKU001,NYC,702.91
2022-10-09,SKU001,LA,517.79
2022-10-09,SKU001,CHI,491.02
2022-10-09,SKU002,NYC,457.41
2022-10-09,SKU002,LA,449.80
2022-10-09,SKU002,CHI,343.43
2022-10-09,SKU003,NYC,1097.23
2022-10-09,SKU003,LA,686.28
2022-10-09,SKU003,CHI,725.48
2022-10-09,SKU004,NYC,587.20
2022-10-09,SKU004,LA,525.74
2022-10-09,SKU004,CHI,431.32
2022-10-09,SKU005,NYC,955.46
2022-10-09,SKU005,LA,730.87
2022-10-09,SKU005,CHI,607.54
2022-10-10,SKU001,NYC,467.56
2022-10-10,SKU001,LA,421.85
2022-10-10,SKU001,CHI,286.54
2022-10-10,SKU002,NYC,338.94
2022-10-10,SKU002,LA,313.25
2022-10-10,SKU002,CHI,260.75
2022-10-10,SKU003,NYC,692.98
2022-10-10,SKU003,LA,598.00
2022-10-10,SKU003,CHI,439.26
2022-10-10,SKU004,NYC,431.10
2022-10-10,SKU004,LA,388.21
2022-10-10,SKU004,CHI,258.59
2022-10-10,SKU005,NYC,481.49
2022-10-10,SKU005,LA,468.84
2022-10-10,SKU005,CHI,388.67
2022-10-11,SKU001,NYC,434.74
2022-10-11,SKU001,LA,347.52
2022-10-11,SKU001,CHI,300.28
2022-10-11,SKU002,NYC,286.82
2022-10-11,SKU002,LA,297.41
2022-10-11,SKU002,CHI,255.20
2022-10-11,SKU003,NYC,671.12
2022-10-11,SKU003,LA,450.82
2022-10-11,SKU003,CHI,427.78
2022-10-11,SKU004,NYC,357.92
2022-10-11,SKU004,LA,335.40
2022-10-11,SKU004,CHI,239.53
2022-10-11,SKU005,NYC,631.26
2022-10-11,SKU005,LA,512.61
2022-10-11,SKU005,CHI,370.89
2022-10-12,SKU001,NYC,499.65
2022-10-12,SKU001,LA,398.89
2022-10-12,SKU001,CHI,371.88
2022-10-12,SKU002,NYC,265.89
2022-10-12,SKU002,LA,284.90
2022-10-12,SKU002,CHI,246.09
2022-10-12,SKU003,NYC,608.05
2022-10-12,SKU003,LA,499.75
2022-10-12,SKU003,CHI,428.26
2022-10-12,SKU004,NYC,356.89
2022-10-12,SKU004,LA,309.96
2022-10-12,SKU004,CHI,235.19
2022-10-12,SKU005,NYC,566.91
2022-10-12,SKU005,LA,380.35
2022-10-12,SKU005,CHI,361.58
2022-10-13,SKU001,NYC,593.17
2022-10-13,SKU001,LA,450.44
2022-10-13,SKU001,CHI,359.10
2022-10-13,SKU002,NYC,422.62
2022-10-13,SKU002,LA,374.12
2022-10-13,SKU002,CHI,239.45
2022-10-13,SKU003,NYC,835.39
2022-10-13,SKU003,LA,512.54
2022-10-13,SKU003,CHI,454.99
2022-10-13,SKU004,NYC,489.03
2022-10-13,SKU004,LA,396.77
2022-10-13,SKU004,CHI,313.13
2022-10-13,SKU005,NYC,740.76
2022-10-13,SKU005,LA,556.65
2022-10-13,SKU005,CHI,489.19
2022-10-14,SKU001,NYC,536.40
2022-10-14,SKU001,LA,440.49
2022-10-14,SKU001,CHI,305.49
2022-10-14,SKU002,NYC,415.58
2022-10-14,SKU002,LA,296.23
2022-10-14,SKU002,CHI,285.65
2022-10-14,SKU003,NYC,824.07
2022-10-14,SKU003,LA,609.89
2022-10-14,SKU003,CHI,503.35
2022-10-14,SKU004,NYC,475.14
2022-10-14,SKU004,LA,380.30
2022-10-14,SKU004,CHI,265.31
2022-10-14,SKU005,NYC,783.54
2022-10-14,SKU005,LA,538.08
2022-10-14,SKU005,CHI,480.54
2022-10-15,SKU001,NYC,757.42
2022-10-15,SKU001,LA,631.08
2022-10-15,SKU001,CHI,501.39
2022-10-15,SKU002,NYC,554.27
2022-10-15,SKU002,LA,386.43
2022-10-15,SKU002,CHI,372.22
2022-10-15,SKU003,NYC,993.05
2022-10-15,SKU003,LA,817.23
2022-10-15,SKU003,CHI,624.20
2022-10-15,SKU004,NYC,605.20
2022-10-15,SKU004,LA,535.97
2022-10-15,SKU004,CHI,357.80
2022-10-15,SKU005,NYC,739.79
2022-10-15,SKU005,LA,724.14
2022-10-15,SKU005,CHI,637.50
2022-10-16,SKU001,NYC,716.67
2022-10-16,SKU001,LA,700.05
2022-10-16,SKU001,CHI,556.34
2022-10-16,SKU002,NYC,581.35
2022-10-16,SKU002,LA,486.57
2022-10-16,SKU002,CHI,348.85
2022-10-16,SKU003,NYC,1036.22
2022-10-16,SKU003,LA,761.44
2022-10-16,SKU003,CHI,478.18
2022-10-16,SKU004,NYC,634.94
2022-10-16,SKU004,LA,469.26
2022-10-16,SKU004,CHI,398.62
2022-10-16,SKU005,NYC,674.12
2022-10-16,SKU005,LA,814.66
2022-10-16,SKU005,CHI,585.99
2022-10-17,SKU001,NYC,456.20
2022-10-17,SKU001,LA,357.37
2022-10-17,SKU001,CHI,296.96
2022-10-17,SKU002,NYC,306.25
2022-10-17,SKU002,LA,251.75
2022-10-17,SKU002,CHI,191.54
2022-10-17,SKU003,NYC,630.12
2022-10-17,SKU003,LA,518.21
2022-10-17,SKU003,CHI,465.96
2022-10-17,SKU004,NYC,330.29
2022-10-17,SKU004,LA,318.81
2022-10-17,SKU004,CHI,243.16
2022-10-17,SKU005,NYC,608.93
2022-10-17,SKU005,LA,488.14
2022-10-17,SKU005,CHI,425.90
2022-10-18,SKU001,NYC,576.09
2022-10-18,SKU001,LA,405.57
2022-10-18,SKU001,CHI,341.62
2022-10-18,SKU002,NYC,310.63
2022-10-18,SKU002,LA,276.29
2022-10-18,SKU002,CHI,224.43
2022-10-18,SKU003,NYC,784.23
2022-10-18,SKU003,LA,477.02
2022-10-18,SKU003,CHI,424.92
2022-10-18,SKU004,NYC,402.65
2022-10-18,SKU004,LA,309.63
2022-10-18,SKU004,CHI,277.35
2022-10-18,SKU005,NYC,591.98
2022-10-18,SKU005,LA,498.51
2022-10-18,SKU005,CHI,365.64
2022-10-19,SKU001,NYC,524.29
2022-10-19,SKU001,LA,369.14
2022-10-19,SKU001,CHI,313.49
2022-10-19,SKU002,NYC,365.57
2022-10-19,SKU002,LA,320.11
2022-10-19,SKU002,CHI,207.82
2022-10-19,SKU003,NYC,688.84
2022-10-19,SKU003,LA,535.76
2022-10-19,SKU003,CHI,477.43
2022-10-19,SKU004,NYC,407.79
2022-10-19,SKU004,LA,393.11
2022-10-19,SKU004,CHI,310.07
2022-10-19,SKU005,NYC,535.66
2022-10-19,SKU005,LA,478.35
2022-10-19,SKU005,CHI,365.92
2022-10-20,SKU001,NYC,572.01
2022-10-20,SKU001,LA,393.23
2022-10-20,SKU001,CHI,320.10
2022-10-20,SKU002,NYC,438.48
2022-10-20,SKU002,LA,342.88
2022-10-20,SKU002,CHI,285.25
2022-10-20,SKU003,NYC,696.41
2022-10-20,SKU003,LA,571.00
2022-10-20,SKU003,CHI,500.58
2022-10-20,SKU004,NYC,541.97
2022-10-20,SKU004,LA,399.76
2022-10-20,SKU004,CHI,323.23
2022-10-20,SKU005,NYC,783.31
2022-10-20,SKU005,LA,606.15
2022-10-20,SKU005,CHI,475.69
2022-10-21,SKU001,NYC,603.45
2022-10-21,SKU001,LA,473.07
2022-10-21,SKU001,CHI,446.52
2022-10-21,SKU002,NYC,395.12
2022-10-21,SKU002,LA,308.77
2022-10-21,SKU002,CHI,284.34
2022-10-21,SKU003,NYC,841.21
2022-10-21,SKU003,LA,610.17
2022-10-21,SKU003,CHI,549.40
2022-10-21,SKU004,NYC,529.20
2022-10-21,SKU004,LA,264.69
2022-10-21,SKU004,CHI,263.58
2022-10-21,SKU005,NYC,731.57
2022-10-21,SKU005,LA,531.62
2022-10-21,SKU005,CHI,548.02
2022-10-22,SKU001,NYC,935.33
2022-10-22,SKU001,LA,747.30
2022-10-22,SKU001,CHI,607.71
2022-10-22,SKU002,NYC,601.30
2022-10-22,SKU002,LA,487.44
2022-10-22,SKU002,CHI,421.77
2022-10-22,SKU003,NYC,1323.74
2022-10-22,SKU003,LA,847.47
2022-10-22,SKU003,CHI,821.37
2022-10-22,SKU004,NYC,714.23
2022-10-22,SKU004,LA,628.58
2022-10-22,SKU004,CHI,461.09
2022-10-22,SKU005,NYC,1117.20
2022-10-22,SKU005,LA,819.39
2022-10-22,SKU005,CHI,732.75
2022-10-23,SKU001,NYC,737.86
2022-10-23,SKU001,LA,526.19
2022-10-23,SKU001,CHI,526.18
2022-10-23,SKU002,NYC,375.68
2022-10-23,SKU002,LA,419.17
2022-10-23,SKU002,CHI,296.49
2022-10-23,SKU003,NYC,1031.96
2022-10-23,SKU003,LA,810.25
2022-10-23,SKU003,CHI,725.53
2022-10-23,SKU004,NYC,612.67
2022-10-23,SKU004,LA,509.99
2022-10-23,SKU004,CHI,463.58
2022-10-23,SKU005,NYC,878.33
2022-10-23,SKU005,LA,765.34
2022-10-23,SKU005,CHI,701.68
2022-10-24,SKU001,NYC,529.93
2022-10-24,SKU001,LA,496.32
2022-10-24,SKU001,CHI,346.56
2022-10-24,SKU002,NYC,324.72
2022-10-24,SKU002,LA,316.42
2022-10-24,SKU002,CHI,249.67
2022-10-24,SKU003,NYC,642.10
2022-10-24,SKU003,LA,579.82
2022-10-24,SKU003,CHI,436.46
2022-10-24,SKU004,NYC,430.63
2022-10-24,SKU004,LA,342.95
2022-10-24,SKU004,CHI,269.92
2022-10-24,SKU005,NYC,706.53
2022-10-24,SKU005,LA,526.69
2022-10-24,SKU005,CHI,349.35
2022-10-25,SKU001,NYC,509.09
2022-10-25,SKU001,LA,403.15
2022-10-25,SKU001,CHI,342.87
2022-10-25,SKU002,NYC,352.26
2022-10-25,SKU002,LA,297.17
2022-10-25,SKU002,CHI,190.39
2022-10-25,SKU003,NYC,558.53
2022-10-25,SKU003,LA,629.30
2022-10-25,SKU003,CHI,440.42
2022-10-25,SKU004,NYC,466.61
2022-10-25,SKU004,LA,361.04
2022-10-25,SKU004,CHI,259.73
2022-10-25,SKU005,NYC,504.17
2022-10-25,SKU005,LA,531.37
2022-10-25,SKU005,CHI,425.31
2022-10-26,SKU001,NYC,587.96
2022-10-26,SKU001,LA,408.51
2022-10-26,SKU001,CHI,336.10
2022-10-26,SKU002,NYC,282.73
2022-10-26,SKU002,LA,270.15
2022-10-26,SKU002,CHI,235.74
2022-10-26,SKU003,NYC,641.31
2022-10-26,SKU003,LA,505.45
2022-10-26,SKU003,CHI,505.90
2022-10-26,SKU004,NYC,479.02
2022-10-26,SKU004,LA,307.30
2022-10-26,SKU004,CHI,277.96
2022-10-26,SKU005,NYC,582.63
2022-10-26,SKU005,LA,582.58
2022-10-26,SKU005,CHI,415.44
2022-10-27,SKU001,NYC,625.82
2022-10-27,SKU001,LA,446.11
2022-10-27,SKU001,CHI,445.96
2022-10-27,SKU002,NYC,395.16
2022-10-27,SKU002,LA,402.68
2022-10-27,SKU002,CHI,301.22
2022-10-27,SKU003,NYC,733.44
2022-10-27,SKU003,LA,688.21
2022-10-27,SKU003,CHI,535.74
2022-10-27,SKU004,NYC,476.46
2022-10-27,SKU004,LA,436.48
2022-10-27,SKU004,CHI,324.00
2022-10-27,SKU005,NYC,720.61
2022-10-27,SKU005,LA,561.01
2022-10-27,SKU005,CHI,443.40
2022-10-28,SKU001,NYC,596.98
2022-10-28,SKU001,LA,502.52
2022-10-28,SKU001,CHI,437.45
2022-10-28,SKU002,NYC,353.27
2022-10-28,SKU002,LA,344.34
2022-10-28,SKU002,CHI,315.83
2022-10-28,SKU003,NYC,733.71
2022-10-28,SKU003,LA,587.46
2022-10-28,SKU003,CHI,476.10
2022-10-28,SKU004,NYC,527.44
2022-10-28,SKU004,LA,355.73
2022-10-28,SKU004,CHI,326.47
2022-10-28,SKU005,NYC,672.78
2022-10-28,SKU005,LA,566.28
2022-10-28,SKU005,CHI,465.96
2022-10-29,SKU001,NYC,743.66
2022-10-29,SKU001,LA,620.17
2022-10-29,SKU001,CHI,512.28
2022-10-29,SKU002,NYC,547.18
2022-10-29,SKU002,LA,423.90
2022-10-29,SKU002,CHI,371.95
2022-10-29,SKU003,NYC,977.26
2022-10-29,SKU003,LA,816.57
2022-10-29,SKU003,CHI,687.19
2022-10-29,SKU004,NYC,527.94
2022-10-29,SKU004,LA,487.50
2022-10-29,SKU004,CHI,396.50
2022-10-29,SKU005,NYC,844.27
2022-10-29,SKU005,LA,765.57
2022-10-29,SKU005,CHI,581.00
2022-10-30,SKU001,NYC,704.37
2022-10-30,SKU001,LA,711.44
2022-10-30,SKU001,CHI,624.25
2022-10-30,SKU002,NYC,587.59
2022-10-30,SKU002,LA,458.67
2022-10-30,SKU002,CHI,396.36
2022-10-30,SKU003,NYC,1062.10
2022-10-30,SKU003,LA,835.75
2022-10-30,SKU003,CHI,694.15
2022-10-30,SKU004,NYC,617.76
2022-10-30,SKU004,LA,415.24
2022-10-30,SKU004,CHI,390.30
2022-10-30,SKU005,NYC,865.33
2022-10-30,SKU005,LA,824.32
2022-10-30,SKU005,CHI,598.78
2022-10-31,SKU001,NYC,416.79
2022-10-31,SKU001,LA,422.34
2022-10-31,SKU001,CHI,348.56
2022-10-31,SKU002,NYC,377.47
2022-10-31,SKU002,LA,302.73
2022-10-31,SKU002,CHI,289.53
2022-10-31,SKU003,NYC,616.81
2022-10-31,SKU003,LA,636.96
2022-10-31,SKU003,CHI,491.73
2022-10-31,SKU004,NYC,392.55
2022-10-31,SKU004,LA,344.85
2022-10-31,SKU004,CHI,258.61
2022-10-31,SKU005,NYC,611.26
2022-10-31,SKU005,LA,492.93
2022-10-31,SKU005,CHI,394.27
2022-11-01,SKU001,NYC,509.52
2022-11-01,SKU001,LA,380.82
2022-11-01,SKU001,CHI,378.07
2022-11-01,SKU002,NYC,382.41
2022-11-01,SKU002,LA,272.58
2022-11-01,SKU002,CHI,254.58
2022-11-01,SKU003,NYC,606.23
2022-11-01,SKU003,LA,463.83
2022-11-01,SKU003,CHI,465.86
2022-11-01,SKU004,NYC,443.37
2022-11-01,SKU004,LA,324.43
2022-11-01,SKU004,CHI,295.01
2022-11-01,SKU005,NYC,742.63
2022-11-01,SKU005,LA,673.28
2022-11-01,SKU005,CHI,377.80
2022-11-02,SKU001,NYC,527.98
2022-11-02,SKU001,LA,373.72
2022-11-02,SKU001,CHI,437.37
2022-11-02,SKU002,NYC,337.19
2022-11-02,SKU002,LA,319.06
2022-11-02,SKU002,CHI,237.25
2022-11-02,SKU003,NYC,607.67
2022-11-02,SKU003,LA,554.54
2022-11-02,SKU003,CHI,391.68
2022-11-02,SKU004,NYC,394.61
2022-11-02,SKU004,LA,341.90
2022-11-02,SKU004,CHI,287.38
2022-11-02,SKU005,NYC,481.35
2022-11-02,SKU005,LA,515.63
2022-11-02,SKU005,CHI,521.23
2022-11-03,SKU001,NYC,545.83
2022-11-03,SKU001,LA,519.08
2022-11-03,SKU001,CHI,385.14
2022-11-03,SKU002,NYC,298.55
2022-11-03,SKU002,LA,312.11
2022-11-03,SKU002,CHI,258.34
2022-11-03,SKU003,NYC,869.68
2022-11-03,SKU003,LA,665.80
2022-11-03,SKU003,CHI,522.74
2022-11-03,SKU004,NYC,530.85
2022-11-03,SKU004,LA,419.82
2022-11-03,SKU004,CHI,326.11
2022-11-03,SKU005,NYC,784.12
2022-11-03,SKU005,LA,528.21
2022-11-03,SKU005,CHI,479.90
2022-11-04,SKU001,NYC,680.76
2022-11-04,SKU001,LA,396.23
2022-11-04,SKU001,CHI,371.41
2022-11-04,SKU002,NYC,423.62
2022-11-04,SKU002,LA,355.54
2022-11-04,SKU002,CHI,268.71
2022-11-04,SKU003,NYC,838.66
2022-11-04,SKU003,LA,610.67
2022-11-04,SKU003,CHI,588.57
2022-11-04,SKU004,NYC,508.43
2022-11-04,SKU004,LA,491.04
2022-11-04,SKU004,CHI,360.63
2022-11-04,SKU005,NYC,777.89
2022-11-04,SKU005,LA,701.35
2022-11-04,SKU005,CHI,452.00
2022-11-05,SKU001,NYC,765.48
2022-11-05,SKU001,LA,542.15
2022-11-05,SKU001,CHI,571.50
2022-11-05,SKU002,NYC,633.64
2022-11-05,SKU002,LA,431.09
2022-11-05,SKU002,CHI,318.35
2022-11-05,SKU003,NYC,1166.21
2022-11-05,SKU003,LA,809.17
2022-11-05,SKU003,CHI,663.61
2022-11-05,SKU004,NYC,750.15
2022-11-05,SKU004,LA,522.29
2022-11-05,SKU004,CHI,425.30
2022-11-05,SKU005,NYC,1116.16
2022-11-05,SKU005,LA,848.35
2022-11-05,SKU005,CHI,572.63
2022-11-06,SKU001,NYC,909.78
2022-11-06,SKU001,LA,544.21
2022-11-06,SKU001,CHI,580.28
2022-11-06,SKU002,NYC,571.87
2022-11-06,SKU002,LA,430.51
2022-11-06,SKU002,CHI,335.13
2022-11-06,SKU003,NYC,934.28
2022-11-06,SKU003,LA,1027.48
2022-11-06,SKU003,CHI,709.53
2022-11-06,SKU004,NYC,610.67
2022-11-06,SKU004,LA,574.32
2022-11-06,SKU004,CHI,486.86
2022-11-06,SKU005,NYC,994.76
2022-11-06,SKU005,LA,859.34
2022-11-06,SKU005,CHI,703.99
2022-11-07,SKU001,NYC,521.45
2022-11-07,SKU001,LA,445.68
2022-11-07,SKU001,CHI,341.62
2022-11-07,SKU002,NYC,321.91
2022-11-07,SKU002,LA,260.08
2022-11-07,SKU002,CHI,248.99
2022-11-07,SKU003,NYC,640.39
2022-11-07,SKU003,LA,573.14
2022-11-07,SKU003,CHI,448.10
2022-11-07,SKU004,NYC,468.71
2022-11-07,SKU004,LA,366.01
2022-11-07,SKU004,CHI,293.56
2022-11-07,SKU005,NYC,614.01
2022-11-07,SKU005,LA,519.49
2022-11-07,SKU005,CHI,407.09
2022-11-08,SKU001,NYC,532.73
2022-11-08,SKU001,LA,358.45
2022-11-08,SKU001,CHI,345.82
2022-11-08,SKU002,NYC,371.46
2022-11-08,SKU002,LA,310.32
2022-11-08,SKU002,CHI,213.12
2022-11-08,SKU003,NYC,661.96
2022-11-08,SKU003,LA,553.96
2022-11-08,SKU003,CHI,435.83
2022-11-08,SKU004,NYC,376.20
2022-11-08,SKU004,LA,318.16
2022-11-08,SKU004,CHI,285.81
2022-11-08,SKU005,NYC,658.32
2022-11-08,SKU005,LA,536.05
2022-11-08,SKU005,CHI,385.76
2022-11-09,SKU001,NYC,541.14
2022-11-09,SKU001,LA,425.60
2022-11-09,SKU001,CHI,330.17
2022-11-09,SKU002,NYC,325.95
2022-11-09,SKU002,LA,284.07
2022-11-09,SKU002,CHI,256.62
2022-11-09,SKU003,NYC,680.13
2022-11-09,SKU003,LA,570.28
2022-11-09,SKU003,CHI,415.68
2022-11-09,SKU004,NYC,549.18
2022-11-09,SKU004,LA,276.77
2022-11-09,SKU004,CHI,228.20
2022-11-09,SKU005,NYC,602.26
2022-11-09,SKU005,LA,540.25
2022-11-09,SKU005,CHI,498.90
2022-11-10,SKU001,NYC,646.14
2022-11-10,SKU001,LA,527.54
2022-11-10,SKU001,CHI,447.39
2022-11-10,SKU002,NYC,427.63
2022-11-10,SKU002,LA,283.99
2022-11-10,SKU002,CHI,289.60
2022-11-10,SKU003,NYC,834.99
2022-11-10,SKU003,LA,828.79
2022-11-10,SKU003,CHI,505.54
2022-11-10,SKU004,NYC,570.02
2022-11-10,SKU004,LA,364.56
2022-11-10,SKU004,CHI,389.31
2022-11-10,SKU005,NYC,759.73
2022-11-10,SKU005,LA,677.12
2022-11-10,SKU005,CHI,535.04
2022-11-11,SKU001,NYC,855.16
2022-11-11,SKU001,LA,673.91
2022-11-11,SKU001,CHI,498.90
